ride_pk,ride_id,customer_id,driver_id,booking_status,date,time,pickup_location,drop_location,ride_distance,booking_value,payment_method,customer_rating,avg_vtat_tratado,avg_ctat_tratado
344,""CNR5958707"",""CID9250719"",7,Completed,2024-06-10,00:00:17,"South Extension",Sultanpur,40.16,401.00,UPI,4,5.20,18.30
345,""CNR7438691"",""CID6640597"",11,Completed,2024-07-13,00:00:20,"Tis Hazari","Noida Film City",4.01,509.00,Cash,5,4.70,34.80
346,""CNR4717203"",""CID4019303"",15,"Cancelled by Driver",2024-07-13,00:00:08,Nawada,"Ardee City",0.00,0.00,"Não informado",0,9.80,29.14
347,""CNR3871982"",""CID3385226"",27,Completed,2024-01-16,00:00:02,"Basai Dhankot","Chirag Delhi",15.59,905.00,UPI,5,10.30,41.20
348,""CNR7276252"",""CID4805819"",9,Completed,2024-05-30,00:00:16,"GTB Nagar",Ghitorni,47.72,312.00,Cash,4,10.80,16.50
349,""CNR8591450"",""CID5485762"",13,"No Driver Found",2024-07-04,00:00:17,"Vatika Chowk",Inderlok,0.00,0.00,"Não informado",0,8.49,29.14
350,""CNR2118165"",""CID4254404"",6,Completed,2024-05-09,00:00:09,Meerut,"Gurgaon Railway Station",34.36,103.00,UPI,5,11.60,20.90
351,""CNR1580852"",""CID1032196"",5,Completed,2024-02-04,00:00:21,Mundka,Moolchand,11.93,425.00,Cash,4,7.40,16.00
352,""CNR8400555"",""CID7803210"",16,Completed,2024-06-06,00:00:17,"Netaji Subhash Place","Mayur Vihar",42.82,309.00,UPI,5,11.30,44.80
353,""CNR2392283"",""CID7179926"",15,Incomplete,2024-07-30,00:00:21,"MG Road","Old Gurgaon",12.63,103.00,UPI,0,8.10,22.60
354,""CNR8799283"",""CID2914515"",6,Completed,2024-08-23,00:00:15,"Netaji Subhash Place","Vatika Chowk",43.14,379.00,UPI,4,8.00,23.60
355,""CNR7692801"",""CID4418657"",8,"Cancelled by Driver",2024-05-01,00:00:18,Manesar,"Malviya Nagar",0.00,0.00,"Não informado",0,6.40,29.14
356,""CNR8406654"",""CID3494610"",8,"No Driver Found",2024-03-18,00:00:17,"Gurgaon Sector 56","Greater Noida",0.00,0.00,"Não informado",0,8.49,29.14
357,""CNR5193961"",""CID3471193"",7,Completed,2024-09-16,00:00:12,"Green Park","Udyog Vihar Phase 4",40.59,623.00,UPI,4,9.60,39.80
358,""CNR9045710"",""CID9382079"",7,Completed,2024-12-25,00:00:18,"Gwal Pahari",Pitampura,20.32,743.00,Cash,5,14.30,19.60
359,""CNR1884447"",""CID3794502"",16,Completed,2024-07-25,00:00:14,"Cyber Hub",Narsinghpur,48.80,647.00,"Uber Wallet",4,2.10,23.10
360,""CNR5929425"",""CID8229428"",8,"Cancelled by Customer",2024-03-04,00:00:18,"Noida Sector 62",Jhilmil,0.00,0.00,"Não informado",0,14.10,29.14
361,""CNR3795914"",""CID2036541"",23,Completed,2024-10-30,00:00:03,"Pataudi Chowk","Golf Course Road",42.16,1364.00,Cash,3,7.30,30.10
362,""CNR5115903"",""CID1437336"",2,"Cancelled by Driver",2024-07-24,00:00:05,"Satguru Ram Singh Marg",Kaushambi,0.00,0.00,"Não informado",0,7.60,29.14
363,""CNR7223335"",""CID9786042"",15,"Cancelled by Driver",2024-05-13,00:00:17,Badarpur,"Ashok Vihar",0.00,0.00,"Não informado",0,6.80,29.14
364,""CNR3338595"",""CID3627391"",6,Completed,2024-09-29,00:00:19,Badshahpur,"Vatika Chowk",47.98,890.00,UPI,5,3.60,24.80
365,""CNR1610053"",""CID5372274"",10,Completed,2024-12-24,00:00:18,"Pragati Maidan","Tilak Nagar",46.78,162.00,Cash,3,5.10,44.00
366,""CNR4383491"",""CID5404553"",6,Completed,2024-11-23,00:00:14,"Jor Bagh","Shivaji Park",27.68,242.00,"Debit Card",5,14.60,42.30
367,""CNR4238002"",""CID6776646"",4,Completed,2024-02-22,00:00:19,Sikanderpur,Karkarduma,27.62,342.00,UPI,5,2.90,44.70
368,""CNR2471315"",""CID1296895"",7,Completed,2024-01-11,00:00:16,"Maidan Garhi","Ghitorni Village",17.92,316.00,UPI,5,5.20,26.20
369,""CNR7554909"",""CID2941890"",3,Completed,2024-08-26,00:00:21,"New Colony","RK Puram",30.53,1286.00,"Uber Wallet",4,2.70,34.60
370,""CNR4559667"",""CID2567945"",8,"Cancelled by Driver",2024-04-02,00:00:14,"Sarojini Nagar","Noida Extension",0.00,0.00,"Não informado",0,6.30,29.14
371,""CNR7943612"",""CID7051878"",13,Incomplete,2024-12-01,00:00:16,"Gurgaon Sector 56","Samaypur Badli",14.78,274.00,"Credit Card",0,2.50,18.90
372,""CNR9513281"",""CID8578287"",12,"No Driver Found",2024-02-05,00:00:19,"Raj Nagar Extension",Paharganj,0.00,0.00,"Não informado",0,8.49,29.14
373,""CNR3228885"",""CID3480522"",5,Completed,2024-03-06,00:00:18,Manesar,"Civil Lines Gurgaon",45.97,689.00,UPI,5,6.60,29.80
374,""CNR6838313"",""CID6286831"",8,"Cancelled by Driver",2024-09-22,00:00:15,Azadpur,"Connaught Place",0.00,0.00,"Não informado",0,5.00,29.14
375,""CNR7513763"",""CID5819264"",1,"Cancelled by Driver",2024-07-24,00:00:23,"Cyber Hub","IGI Airport",0.00,0.00,"Não informado",0,8.40,29.14
376,""CNR4249572"",""CID9658351"",4,Completed,2024-04-24,00:00:04,"Kashmere Gate","Gwal Pahari",24.06,504.00,"Uber Wallet",5,4.70,15.60
377,""CNR1730323"",""CID1295813"",10,Completed,2024-04-12,00:00:09,Jahangirpuri,Sultanpur,9.44,231.00,"Uber Wallet",5,10.80,17.60
378,""CNR3316127"",""CID1501533"",16,Completed,2024-12-28,00:00:03,"Mansarovar Park","IGNOU Road",24.98,824.00,UPI,4,15.00,29.10
379,""CNR5001450"",""CID4130652"",11,Completed,2024-09-09,00:00:21,"Khan Market","Tilak Nagar",10.78,478.00,"Uber Wallet",5,12.50,15.40
380,""CNR2994632"",""CID4528348"",5,Completed,2024-03-16,00:00:14,Panipat,Jasola,40.59,432.00,"Debit Card",4,6.90,29.70
381,""CNR8349332"",""CID1895189"",5,Completed,2024-04-30,00:00:11,Saket,Rohini,5.75,606.00,UPI,5,6.60,19.10
382,""CNR6785391"",""CID3192351"",14,Completed,2024-08-12,00:00:16,Sultanpur,Bahadurgarh,42.66,328.00,UPI,5,7.50,18.10
383,""CNR4239039"",""CID5633622"",12,"Cancelled by Customer",2024-10-21,00:00:06,Ghitorni,Chhatarpur,0.00,0.00,"Não informado",0,14.90,29.14
384,""CNR3942728"",""CID3899231"",16,Completed,2024-10-15,00:00:11,"Shastri Park","Rohini West",36.13,156.00,UPI,4,2.90,38.30
385,""CNR2282162"",""CID7242372"",22,Completed,2024-03-06,00:00:11,Rithala,"Noida Film City",44.08,105.00,"Credit Card",5,9.40,36.30
386,""CNR4677505"",""CID3339585"",2,"Cancelled by Driver",2024-05-07,00:00:11,Akshardham,"Delhi Gate",0.00,0.00,"Não informado",0,11.30,29.14
387,""CNR8185605"",""CID9816010"",2,"Cancelled by Customer",2024-07-28,00:00:20,"IFFCO Chowk",Sultanpur,0.00,0.00,"Não informado",0,16.90,29.14
388,""CNR5351433"",""CID4736469"",3,Completed,2024-01-24,00:00:10,"Huda City Centre",Karkarduma,35.76,213.00,"Debit Card",5,11.20,22.00
389,""CNR8880913"",""CID4302311"",21,Completed,2024-08-29,00:00:02,"Kashmere Gate ISBT","Rajiv Chowk",45.00,620.00,Cash,3,11.20,19.60
390,""CNR3643495"",""CID3072962"",13,"Cancelled by Driver",2024-02-07,00:00:21,"Laxmi Nagar",ITO,0.00,0.00,"Não informado",0,6.80,29.14
391,""CNR8399435"",""CID7010722"",7,Completed,2024-10-02,00:00:23,"South Extension","Vidhan Sabha",45.07,83.00,"Credit Card",4,11.60,21.90
392,""CNR5699093"",""CID6044294"",2,"Cancelled by Driver",2024-12-01,00:00:13,Badshahpur,"Green Park",0.00,0.00,"Não informado",0,9.70,29.14
393,""CNR1090037"",""CID2369298"",5,Completed,2024-12-30,00:00:17,"Ashok Vihar",Rohini,3.86,821.00,"Uber Wallet",5,7.60,41.60
394,""CNR1672620"",""CID9094427"",15,"Cancelled by Customer",2024-07-06,00:00:19,Jahangirpuri,"Cyber Hub",0.00,0.00,"Não informado",0,16.20,29.14
395,""CNR4811296"",""CID7470261"",19,Completed,2024-01-27,00:00:13,Pitampura,"Delhi Gate",49.18,176.00,UPI,5,4.80,44.80
396,""CNR6421218"",""CID2328704"",15,Incomplete,2024-12-26,00:00:07,Nawada,"Shastri Park",7.41,315.00,UPI,0,6.60,21.90
397,""CNR7297536"",""CID3104231"",3,Completed,2024-08-23,00:00:11,"DLF City Court",Pitampura,14.49,82.00,UPI,4,8.30,18.70
398,""CNR2290384"",""CID6067378"",11,Completed,2024-04-28,00:00:01,"Nehru Place","Rajiv Chowk",15.30,221.00,UPI,5,14.80,40.40
399,""CNR2229358"",""CID7586583"",12,"Cancelled by Customer",2024-03-07,00:00:12,"Pragati Maidan","Subhash Chowk",0.00,0.00,"Não informado",0,6.10,29.14
400,""CNR4246484"",""CID4625807"",1,"Cancelled by Driver",2024-01-02,00:00:09,Munirka,Saidulajab,0.00,0.00,"Não informado",0,9.10,29.14
401,""CNR9882850"",""CID8976182"",8,"Cancelled by Driver",2024-01-21,00:00:19,Vishwavidyalaya,Manesar,0.00,0.00,"Não informado",0,5.00,29.14
402,""CNR3234899"",""CID1908216"",5,Completed,2024-06-05,00:00:13,"Sohna Road","IGNOU Road",15.53,901.00,"Uber Wallet",5,14.10,30.20
403,""CNR9159821"",""CID7212119"",10,Completed,2024-02-14,00:00:14,"Saket A Block","Gurgaon Railway Station",6.84,1523.00,UPI,4,4.80,24.70
404,""CNR3377580"",""CID3773482"",8,"No Driver Found",2024-02-24,00:00:23,"Adarsh Nagar","Huda City Centre",0.00,0.00,"Não informado",0,8.49,29.14
405,""CNR7286285"",""CID6567281"",16,Completed,2024-01-19,00:00:21,"Yamuna Bank","Dilshad Garden",27.22,582.00,Cash,4,9.10,21.70
406,""CNR8901989"",""CID4529927"",14,Completed,2024-07-02,00:00:15,AIIMS,Jasola,31.65,133.00,UPI,4,3.60,18.60
407,""CNR9222191"",""CID9902256"",14,Completed,2024-02-27,00:00:09,"Green Park","Aya Nagar",38.25,508.00,"Credit Card",5,6.80,21.00
408,""CNR6647107"",""CID7253416"",8,"Cancelled by Customer",2024-04-15,00:00:12,"Greater Kailash","Kashmere Gate ISBT",0.00,0.00,"Não informado",0,9.50,29.14
409,""CNR9775227"",""CID4405721"",5,Completed,2024-07-31,00:00:22,Madipur,Chhatarpur,12.14,999.00,"Uber Wallet",5,5.00,22.00
410,""CNR5436498"",""CID6124996"",6,Completed,2024-10-14,00:00:23,"Panchsheel Park",Janakpuri,9.76,713.00,UPI,4,11.00,25.80
411,""CNR9394835"",""CID3125278"",4,Completed,2024-12-23,00:00:19,"Mandi House","Sadar Bazar Gurgaon",10.63,96.00,UPI,5,14.30,35.20
412,""CNR7811486"",""CID3203722"",3,Completed,2024-08-29,00:00:19,"Kanhaiya Nagar",Narsinghpur,15.32,595.00,UPI,5,11.40,36.80
413,""CNR9208205"",""CID2712013"",2,"Cancelled by Driver",2024-09-06,00:00:16,"Mayur Vihar","Sohna Road",0.00,0.00,"Não informado",0,4.80,29.14
414,""CNR6583672"",""CID2281519"",3,Completed,2024-03-22,00:00:16,"Ghitorni Village","Rajiv Nagar",8.76,256.00,"Debit Card",5,12.20,20.50
415,""CNR5706641"",""CID5130718"",3,Completed,2024-12-11,00:00:10,"Adarsh Nagar","Connaught Place",22.40,449.00,"Uber Wallet",5,11.80,37.20
416,""CNR8005201"",""CID8692503"",13,"Cancelled by Driver",2024-08-09,00:00:22,"Aya Nagar","Noida Sector 62",0.00,0.00,"Não informado",0,7.80,29.14
417,""CNR7534075"",""CID4275914"",4,Completed,2024-02-03,00:00:19,"Pataudi Chowk","Greater Kailash",12.73,373.00,Cash,4,13.40,40.00
418,""CNR1712916"",""CID9416242"",7,Completed,2024-07-24,00:00:06,Badshahpur,"Preet Vihar",28.77,445.00,UPI,4,2.40,38.50
419,""CNR8081487"",""CID1030753"",4,Completed,2024-10-19,00:00:10,Mehrauli,Rithala,8.86,1563.00,Cash,5,7.40,20.60
420,""CNR4056850"",""CID5921257"",8,"Cancelled by Driver",2024-10-29,00:00:06,Indraprastha,"Gurgaon Sector 29",0.00,0.00,"Não informado",0,4.10,29.14
421,""CNR6714334"",""CID3077805"",8,"No Driver Found",2024-02-07,00:00:18,"Chirag Delhi",Saket,0.00,0.00,"Não informado",0,8.49,29.14
422,""CNR7702733"",""CID7542922"",2,"No Driver Found",2024-03-29,00:00:20,"Botanical Garden","Delhi Gate",0.00,0.00,"Não informado",0,8.49,29.14
423,""CNR9212883"",""CID7774837"",22,Completed,2024-05-15,00:00:15,Indirapuram,"Botanical Garden",30.28,486.00,"Debit Card",5,12.20,35.30
424,""CNR9154108"",""CID7990974"",16,Completed,2024-06-20,00:00:11,"Noida Film City","Tilak Nagar",40.38,480.00,Cash,4,4.30,33.10
425,""CNR6429307"",""CID6093452"",5,Completed,2024-09-14,00:00:10,Jahangirpuri,"Uttam Nagar",45.56,162.00,"Credit Card",4,11.10,26.50
426,""CNR4933209"",""CID7088241"",21,Completed,2024-04-18,00:00:17,"Udyog Vihar Phase 4",Vinobapuri,47.18,964.00,"Debit Card",5,7.10,34.00
427,""CNR2979424"",""CID8679276"",26,Completed,2024-03-12,00:00:18,"Kherki Daula Toll","Mandi House",46.93,68.00,Cash,5,3.00,29.10
428,""CNR3332119"",""CID6481348"",2,"Cancelled by Driver",2024-11-25,00:00:18,"Mansarovar Park","Lajpat Nagar",0.00,0.00,"Não informado",0,9.80,29.14
429,""CNR8678279"",""CID1487975"",3,Completed,2024-05-23,00:00:19,Munirka,"GTB Nagar",43.81,77.00,"Uber Wallet",5,3.50,22.70
430,""CNR1559285"",""CID2693633"",3,Completed,2024-12-21,00:00:20,"Pragati Maidan","Ashok Vihar",38.53,1596.00,"Debit Card",5,6.20,20.60
431,""CNR7024730"",""CID4838658"",15,"Cancelled by Driver",2024-07-03,00:00:08,"Nirman Vihar",Inderlok,0.00,0.00,"Não informado",0,7.40,29.14
432,""CNR6839076"",""CID8166401"",8,"No Driver Found",2024-02-16,00:00:18,"Punjabi Bagh","Moti Nagar",0.00,0.00,"Não informado",0,8.49,29.14
433,""CNR7905117"",""CID1416555"",5,Completed,2024-07-24,00:00:19,"Chandni Chowk","Rohini West",33.61,983.00,Cash,5,9.90,26.60
434,""CNR5759870"",""CID2323422"",9,Completed,2024-05-23,00:00:00,"Gurgaon Railway Station","Moti Nagar",24.62,68.00,Cash,4,3.00,29.40
435,""CNR3578899"",""CID5661102"",4,Completed,2024-05-04,00:00:22,Sikanderpur,Pulbangash,33.80,493.00,UPI,4,11.60,32.00
436,""CNR1089514"",""CID4125399"",2,"Cancelled by Driver",2024-10-02,00:00:17,"Huda City Centre",Paharganj,0.00,0.00,"Não informado",0,5.80,29.14
437,""CNR9835984"",""CID9964638"",3,Completed,2024-12-18,00:00:19,"Sadar Bazar Gurgaon","Gurgaon Sector 56",32.09,745.00,"Credit Card",4,3.20,44.40
438,""CNR1643972"",""CID3506515"",1,"Cancelled by Driver",2024-01-03,00:00:16,Sikanderpur,"Nehru Place",0.00,0.00,"Não informado",0,6.90,29.14
439,""CNR2939495"",""CID2801589"",4,Completed,2024-07-02,00:00:11,Inderlok,"Shastri Nagar",13.99,304.00,"Uber Wallet",5,14.50,40.40
440,""CNR4997006"",""CID6970636"",1,"Cancelled by Driver",2024-08-30,00:00:07,Rithala,Chanakyapuri,0.00,0.00,"Não informado",0,4.70,29.14
441,""CNR3684938"",""CID6381738"",3,Completed,2024-11-29,00:00:18,"Delhi Gate","Subhash Chowk",14.13,402.00,UPI,4,9.00,17.10
442,""CNR8016082"",""CID3400110"",8,"No Driver Found",2024-09-27,00:00:18,"Nirman Vihar","Greater Noida",0.00,0.00,"Não informado",0,8.49,29.14
443,""CNR9166884"",""CID3068872"",9,Completed,2024-01-26,00:00:16,Panipat,"Palam Vihar",34.86,320.00,Cash,5,12.70,36.50
444,""CNR5034553"",""CID2838731"",21,Completed,2024-03-29,00:00:04,"Palam Vihar","Noida Film City",43.94,1247.00,"Uber Wallet",3,9.20,34.60
445,""CNR5994760"",""CID8677699"",16,Completed,2024-09-15,00:00:22,"Tagore Garden","Basai Dhankot",24.56,358.00,UPI,4,6.10,29.00
446,""CNR8280553"",""CID4089830"",3,Completed,2024-11-23,00:00:19,"Rajouri Garden","RK Puram",32.14,86.00,UPI,5,5.50,31.60
447,""CNR6304645"",""CID8878002"",2,"Cancelled by Driver",2024-11-13,00:00:11,"Kashmere Gate","Subhash Chowk",0.00,0.00,"Não informado",0,10.40,29.14
448,""CNR8726920"",""CID1004784"",12,"Cancelled by Customer",2024-02-05,00:00:19,"Mansarovar Park","Central Secretariat",0.00,0.00,"Não informado",0,6.30,29.14
449,""CNR1583241"",""CID3000345"",9,Completed,2024-03-08,00:00:14,Pitampura,"Sadar Bazar Gurgaon",43.31,85.00,"Uber Wallet",5,2.80,16.80
450,""CNR4484602"",""CID7199241"",10,Completed,2024-08-21,00:00:13,"Karol Bagh",Saket,30.94,311.00,UPI,5,4.20,41.70
451,""CNR8525908"",""CID4158986"",12,"Cancelled by Driver",2024-05-13,00:00:19,Jasola,"Rajouri Garden",0.00,0.00,"Não informado",0,7.60,29.14
452,""CNR8491180"",""CID4510240"",8,Incomplete,2024-10-02,00:00:09,"Noida Sector 62","Uttam Nagar",7.87,98.00,Cash,0,5.30,24.90
453,""CNR4866588"",""CID1441937"",7,Completed,2024-05-27,00:00:17,"Shastri Nagar","Udyog Vihar Phase 4",15.24,130.00,"Uber Wallet",5,11.40,26.30
454,""CNR1107433"",""CID3758873"",7,Completed,2024-11-23,00:00:08,Rohini,"Lajpat Nagar",27.38,367.00,"Uber Wallet",4,10.20,20.50
455,""CNR5804680"",""CID5921510"",4,Completed,2024-03-30,00:00:13,"Malviya Nagar","Sadar Bazar Gurgaon",4.50,420.00,UPI,4,7.40,28.70
456,""CNR3635060"",""CID5212455"",24,Completed,2024-07-05,00:00:10,Welcome,Nawada,9.87,510.00,UPI,5,8.70,19.40
457,""CNR3550383"",""CID3308866"",6,Completed,2024-02-16,00:00:21,"Malviya Nagar",Govindpuri,16.50,83.00,UPI,4,10.00,25.40
458,""CNR4225693"",""CID4486029"",19,Completed,2024-08-26,00:00:03,"Noida Extension",Kalkaji,41.88,158.00,UPI,5,4.50,15.10
459,""CNR2221311"",""CID3075272"",10,Completed,2024-10-26,00:00:20,Jahangirpuri,Ashram,32.90,1211.00,"Uber Wallet",5,11.30,33.00
460,""CNR7713513"",""CID3463027"",5,Completed,2024-08-10,00:00:09,"GTB Nagar","Gwal Pahari",36.68,313.00,"Credit Card",5,13.70,35.90
461,""CNR1286883"",""CID7499313"",5,Completed,2024-04-21,00:00:19,Bhiwadi,"Vatika Chowk",20.38,97.00,"Credit Card",5,8.10,42.20
462,""CNR5104000"",""CID5850345"",3,Completed,2024-01-30,00:00:17,Vaishali,Mehrauli,47.20,142.00,UPI,5,10.30,26.40
463,""CNR1748676"",""CID5855184"",10,Completed,2024-05-11,00:00:21,Mehrauli,"IIT Delhi",10.02,257.00,"Credit Card",5,4.80,15.50
464,""CNR9018332"",""CID5244532"",3,Completed,2024-05-25,00:00:15,"Raj Nagar Extension","Mayur Vihar",2.99,110.00,UPI,5,9.40,34.10
465,""CNR6347706"",""CID7676450"",15,"Cancelled by Driver",2024-01-23,00:00:18,Badarpur,Bahadurgarh,0.00,0.00,"Não informado",0,4.30,29.14
466,""CNR3245062"",""CID3655439"",22,Completed,2024-05-09,00:00:09,"Pataudi Chowk","Preet Vihar",31.32,585.00,UPI,4,2.90,40.20
467,""CNR2353965"",""CID4723366"",7,Completed,2024-04-21,00:00:16,"IMT Manesar",Jahangirpuri,36.64,697.00,"Credit Card",5,7.40,31.30
468,""CNR3349418"",""CID1938710"",10,Completed,2024-01-20,00:00:11,Ghitorni,Manesar,47.01,1240.00,UPI,4,7.80,32.60
469,""CNR5038976"",""CID8313729"",15,"Cancelled by Driver",2024-12-22,00:00:06,"Jama Masjid","Saket A Block",0.00,0.00,"Não informado",0,5.10,29.14
470,""CNR9755184"",""CID3811968"",2,"Cancelled by Customer",2024-10-16,00:00:15,"India Gate","Gwal Pahari",0.00,0.00,"Não informado",0,5.10,29.14
471,""CNR1872680"",""CID1362913"",16,Completed,2024-08-23,00:00:10,"Gurgaon Sector 56",Indirapuram,15.11,777.00,"Debit Card",4,9.40,20.60
472,""CNR1349127"",""CID3169109"",6,Completed,2024-05-29,00:00:19,Jhilmil,"Kirti Nagar",38.26,95.00,Cash,5,11.00,31.10
473,""CNR2230959"",""CID8978567"",6,Completed,2024-10-08,00:00:07,"Shivaji Park",Meerut,47.12,484.00,"Uber Wallet",5,11.60,39.90
474,""CNR9380391"",""CID2765374"",2,Incomplete,2024-02-26,00:00:08,"DLF Phase 3",Janakpuri,9.59,301.00,Cash,0,8.00,11.00
475,""CNR9895668"",""CID2656518"",25,Completed,2024-01-21,00:00:18,"Yamuna Bank",Jahangirpuri,2.17,485.00,UPI,4,2.10,21.20
476,""CNR1918302"",""CID6415639"",22,Completed,2024-03-20,00:00:11,"Tis Hazari",Chhatarpur,42.90,76.00,UPI,5,2.90,19.20
477,""CNR2429657"",""CID3288614"",3,Completed,2024-05-20,00:00:12,"Huda City Centre",Sikanderpur,35.09,188.00,UPI,4,8.30,38.60
478,""CNR7937909"",""CID3192355"",8,"Cancelled by Driver",2024-09-07,00:00:13,Ghaziabad,"IGI Airport",0.00,0.00,"Não informado",0,5.20,29.14
479,""CNR7044315"",""CID2521883"",4,Completed,2024-09-19,00:00:16,"Nirman Vihar","Sushant Lok",45.58,443.00,"Debit Card",5,12.00,38.00
480,""CNR5517053"",""CID8551973"",8,"Cancelled by Driver",2024-05-12,00:00:09,Govindpuri,Saidulajab,0.00,0.00,"Não informado",0,9.20,29.14
481,""CNR8024437"",""CID8921274"",12,"Cancelled by Driver",2024-02-16,00:00:07,Chhatarpur,"RK Puram",0.00,0.00,"Não informado",0,5.60,29.14
482,""CNR4956091"",""CID5068009"",3,Completed,2024-08-20,00:00:18,Manesar,Rithala,34.44,144.00,"Uber Wallet",5,5.00,19.20
483,""CNR5377230"",""CID7586347"",2,"Cancelled by Driver",2024-05-19,00:00:05,"Udyog Vihar Phase 4",Chanakyapuri,0.00,0.00,"Não informado",0,9.20,29.14
484,""CNR3120739"",""CID5285181"",13,"No Driver Found",2024-12-18,00:00:18,"Sushant Lok","Nirman Vihar",0.00,0.00,"Não informado",0,8.49,29.14
485,""CNR4763532"",""CID3554977"",13,Incomplete,2024-12-27,00:00:18,"Green Park",Okhla,7.21,268.00,UPI,0,3.50,14.80
486,""CNR5897670"",""CID3538617"",6,Completed,2024-03-05,00:00:19,"Satguru Ram Singh Marg",Bhiwadi,14.30,118.00,"Uber Wallet",3,5.20,32.10
487,""CNR7975978"",""CID6240053"",5,Completed,2024-06-27,00:00:16,"Keshav Puram","Noida Film City",13.30,516.00,Cash,5,9.90,17.60
488,""CNR8129409"",""CID3329487"",2,"Cancelled by Driver",2024-01-18,00:00:17,"Anand Vihar","Moti Nagar",0.00,0.00,"Não informado",0,3.70,29.14
489,""CNR2244899"",""CID7332345"",8,"Cancelled by Driver",2024-07-05,00:00:18,"Sushant Lok","MG Road",0.00,0.00,"Não informado",0,7.30,29.14
490,""CNR3178616"",""CID6827919"",6,Completed,2024-05-28,00:00:05,Arjangarh,"Punjabi Bagh",22.68,600.00,UPI,4,5.30,36.70
491,""CNR9398491"",""CID4442768"",8,"No Driver Found",2024-12-12,00:00:20,Nawada,Ghitorni,0.00,0.00,"Não informado",0,8.49,29.14
492,""CNR1365010"",""CID6704179"",15,"Cancelled by Driver",2024-01-04,00:00:22,"Aya Nagar","IGI Airport",0.00,0.00,"Não informado",0,7.60,29.14
493,""CNR7934360"",""CID7563867"",13,"Cancelled by Customer",2024-01-15,00:00:09,"Malviya Nagar","Dwarka Mor",0.00,0.00,"Não informado",0,19.20,29.14
494,""CNR3466923"",""CID6417399"",22,Completed,2024-02-11,00:00:17,"Kashmere Gate","Jama Masjid",20.88,339.00,Cash,3,8.10,24.10
495,""CNR1772188"",""CID9995196"",8,"Cancelled by Driver",2024-02-05,00:00:18,"Tilak Nagar","Hero Honda Chowk",0.00,0.00,"Não informado",0,5.30,29.14
496,""CNR6221378"",""CID4952284"",28,Completed,2024-02-03,00:00:23,"India Gate","IGI Airport",28.23,533.00,Cash,5,14.90,15.00
497,""CNR9154449"",""CID1077586"",16,Completed,2024-02-26,00:00:09,"Tilak Nagar","Qutub Minar",14.57,884.00,UPI,5,13.30,30.80
498,""CNR2310347"",""CID1012548"",7,Completed,2024-08-05,00:00:03,"IFFCO Chowk","Chirag Delhi",6.69,446.00,Cash,4,8.80,15.60
499,""CNR5161112"",""CID1845980"",16,Completed,2024-09-24,00:00:20,Chhatarpur,Paharganj,10.62,675.00,"Credit Card",4,11.70,30.70
500,""CNR4746570"",""CID4041893"",15,"No Driver Found",2024-07-02,00:00:13,"Lajpat Nagar","Patel Chowk",0.00,0.00,"Não informado",0,8.49,29.14
501,""CNR5206507"",""CID9160368"",11,Completed,2024-11-02,00:00:12,Ghaziabad,"Mandi House",19.99,407.00,UPI,5,3.90,25.20
502,""CNR1105649"",""CID2416362"",2,"Cancelled by Customer",2024-07-31,00:00:20,Mundka,"Maidan Garhi",0.00,0.00,"Não informado",0,18.00,29.14
503,""CNR6561675"",""CID4709340"",16,Completed,2024-08-19,00:00:14,Badarpur,"Qutub Minar",12.04,219.00,Cash,4,14.90,25.80
504,""CNR6735246"",""CID4830877"",17,Completed,2024-02-12,00:00:20,Moolchand,"Saket A Block",43.29,811.00,UPI,5,3.80,15.50
505,""CNR9393355"",""CID2207388"",10,Completed,2024-05-17,00:00:10,"Gurgaon Railway Station","Paschim Vihar",3.00,169.00,"Uber Wallet",5,13.30,43.00
506,""CNR7041170"",""CID3351210"",10,Completed,2024-07-07,00:00:09,"Ashok Park Main","Uttam Nagar",28.36,379.00,Cash,4,4.90,41.40
507,""CNR7015962"",""CID3453799"",8,Incomplete,2024-05-26,00:00:18,"Anand Vihar ISBT","Huda City Centre",13.04,465.00,"Credit Card",0,7.30,29.70
508,""CNR2820483"",""CID2955701"",8,"Cancelled by Driver",2024-06-03,00:00:21,Vishwavidyalaya,Vinobapuri,0.00,0.00,"Não informado",0,7.90,29.14
509,""CNR8192504"",""CID2186576"",11,Completed,2024-05-30,00:00:10,"Subhash Chowk","Noida Extension",5.52,160.00,UPI,4,5.90,26.50
510,""CNR5614673"",""CID1336911"",10,Completed,2024-04-01,00:00:20,Azadpur,"Moti Nagar",11.93,153.00,UPI,5,5.90,27.90
511,""CNR8765520"",""CID9963800"",15,"Cancelled by Driver",2024-12-05,00:00:20,"Greater Noida","Sohna Road",0.00,0.00,"Não informado",0,9.60,29.14
512,""CNR2066424"",""CID6053450"",15,"Cancelled by Driver",2024-11-28,00:00:15,"Rajiv Nagar",Jahangirpuri,0.00,0.00,"Não informado",0,9.70,29.14
513,""CNR4566796"",""CID7109338"",8,"Cancelled by Driver",2024-07-16,00:00:16,Chanakyapuri,Ghaziabad,0.00,0.00,"Não informado",0,9.10,29.14
514,""CNR4733031"",""CID4204069"",1,"Cancelled by Driver",2024-08-02,00:00:12,"Greater Kailash","Shivaji Park",0.00,0.00,"Não informado",0,10.00,29.14
515,""CNR7239129"",""CID6041120"",16,Completed,2024-03-13,00:00:10,"Nirman Vihar","Patel Chowk",8.80,369.00,UPI,4,4.60,24.70
